"zip","id","formattedAddress","addressLine1","addressLine2","city","state","zipCode","county","latitude","longitude","propertyType","listingType","bedrooms","bathrooms","squareFootage","lotSize","yearBuilt","status","price","listedDate","removedDate","daysOnMarket"
"1","4025-Black-Walnut-Way,-Unit-4025,-Indian-Land,-SC-29707","4025 Black Walnut Way, Unit 4025, Indian Land, SC 29707","4025 Black Walnut Way","Unit 4025","Indian Land","SC","29707","Lancaster",34.939,-80.8327,"Townhouse","Standard",3,2.5,1760,NA,NA,"Inactive",2250,"2025-07-13T00:00:00.000Z","2025-08-11T00:00:00.000Z",29
"1","15747-Reynolds-Dr,-Fort-Mill,-SC-29707","15747 Reynolds Dr, Fort Mill, SC 29707","15747 Reynolds Dr",NA,"Fort Mill","SC","29707","Lancaster",34.9849,-80.8641,"Single Family","Standard",5,3.5,3512,9148,2017,"Inactive",3000,"2025-07-25T00:00:00.000Z","2025-08-09T00:00:00.000Z",15
"1","1537-Tyger-Brook-Ln,-Indian-Land,-SC-29707","1537 Tyger Brook Ln, Indian Land, SC 29707","1537 Tyger Brook Ln",NA,"Indian Land","SC","29707","Lancaster",34.9664,-80.8564,"Single Family","Standard",3,2,1189,NA,NA,"Inactive",1900,"2025-08-07T00:00:00.000Z","2025-08-08T00:00:00.000Z",1
"1","2018-Sweetleaf-Dr,-Indian-Land,-SC-29707","2018 Sweetleaf Dr, Indian Land, SC 29707","2018 Sweetleaf Dr",NA,"Indian Land","SC","29707","Lancaster",34.9398,-80.8393,"Single Family","Standard",2,2,1424,3162,2008,"Inactive",2600,"2025-07-24T00:00:00.000Z","2025-08-06T00:00:00.000Z",13
"1","6225-Majesty-Ct,-Indian-Land,-SC-29707","6225 Majesty Ct, Indian Land, SC 29707","6225 Majesty Ct",NA,"Indian Land","SC","29707","Lancaster",34.9648,-80.8331,"Single Family","Standard",5,5,5300,NA,NA,"Inactive",5750,"2025-07-15T00:00:00.000Z","2025-08-02T00:00:00.000Z",18
"1","3161-Hartson-Pointe-Dr,-Fort-Mill,-SC-29707","3161 Hartson Pointe Dr, Fort Mill, SC 29707","3161 Hartson Pointe Dr",NA,"Fort Mill","SC","29707","Lancaster",34.9772,-80.8587,"Townhouse","Standard",3,2.5,1953,NA,2018,"Inactive",2850,"2025-06-25T00:00:00.000Z","2025-08-01T00:00:00.000Z",37
"1","1369-Shinnecock-Ln,-Indian-Land,-SC-29707","1369 Shinnecock Ln, Indian Land, SC 29707","1369 Shinnecock Ln",NA,"Indian Land","SC","29707","Lancaster",34.994,-80.8406,"Single Family","Standard",4,3.5,3690,NA,NA,"Inactive",4300,"2025-07-30T00:00:00.000Z","2025-07-31T00:00:00.000Z",1
"1","8293-Chatsworth-Dr,-Indian-Land,-SC-29707","8293 Chatsworth Dr, Indian Land, SC 29707","8293 Chatsworth Dr",NA,"Indian Land","SC","29707","Lancaster",35.0054,-80.8704,"Single Family","Standard",3,2,1290,NA,NA,"Inactive",2050,"2025-07-30T00:00:00.000Z","2025-07-31T00:00:00.000Z",1
"1","6114-Alsace-Ln,-Indian-Land,-SC-29707","6114 Alsace Ln, Indian Land, SC 29707","6114 Alsace Ln",NA,"Indian Land","SC","29707","Lancaster",35.0241,-80.8699,"Single Family","Standard",4,3.5,3205,8712,2022,"Inactive",3200,"2025-07-30T00:00:00.000Z","2025-07-31T00:00:00.000Z",1
"1","4010-Mcconnell-Ct,-Indian-Land,-SC-29707","4010 Mcconnell Ct, Indian Land, SC 29707","4010 Mcconnell Ct",NA,"Indian Land","SC","29707","Lancaster",35.0529,-80.8897,"Single Family","Standard",5,4.5,NA,13068,2013,"Inactive",3200,"2025-06-26T00:00:00.000Z","2025-07-31T00:00:00.000Z",35
